ID,Name,Cuisines,Address,City,Rating,Rating_text,Votes,Price Range,Online Delivery,Table Booking,Average Cost for Two,Photo_urls,Menu_urls
5444,2821,1834,253,81,17,0,11,0,0,0,0,1193,1193
5088,6448,332,396,42,24,5,56,1,0,0,4,731,731
5377,894,1804,481,67,28,1,671,1,0,0,5,1042,1042
5090,5005,618,792,84,7,4,193,2,0,0,6,1198,1198
5091,2383,1802,1870,46,18,2,37,2,0,0,6,757,757
5401,1036,309,254,66,19,2,41,0,0,0,2,1040,1040
5889,4620,1100,5358,115,23,5,72,2,0,0,67,1038,1038
5083,6337,1274,2680,12,15,0,21,1,0,0,4,273,273
1919,3762,809,2852,107,31,1,959,2,0,0,71,9219,9219
5092,7227,1213,2347,93,27,5,377,2,0,0,6,9097,9097
5073,3920,274,2175,101,20,2,350,1,0,0,4,9142,9142
5094,1747,509,2356,32,13,0,6,1,0,0,5,562,562
5890,1093,339,3554,115,19,2,29,2,0,0,66,1037,1037
7848,6493,421,1954,2,27,5,317,1,1,0,61,104,104
4353,3483,1311,6649,5,24,5,704,1,0,0,55,161,161
5082,2041,369,2064,99,17,0,19,1,0,0,4,9121,9121
8014,4615,370,5830,13,25,5,22,2,0,0,131,274,274
5075,971,1624,6713,15,29,1,237,1,0,0,4,296,296
5096,6968,1130,686,25,20,2,176,1,0,0,5,476,476
6301,4933,1274,2804,98,9,0,16,3,0,0,23,9118,9118
5444,2821,1834,253,81,17,0,11,0,0,0,0,1193,1193
5088,6448,332,396,42,24,5,56,1,0,0,4,731,731
5377,894,1804,481,67,28,1,671,1,0,0,5,1042,1042
5090,5005,618,792,84,7,4,193,2,0,0,6,1198,1198
5091,2383,1802,1870,46,18,2,37,2,0,0,6,757,757
5401,1036,309,254,66,19,2,41,0,0,0,2,1040,1040
5889,4620,1100,5358,115,23,5,72,2,0,0,67,1038,1038
5083,6337,1274,2680,12,15,0,21,1,0,0,4,273,273
1919,3762,809,2852,107,31,1,959,2,0,0,71,9219,9219
5092,7227,1213,2347,93,27,5,377,2,0,0,6,9097,9097
5073,3920,274,2175,101,20,2,350,1,0,0,4,9142,9142
5094,1747,509,2356,32,13,0,6,1,0,0,5,562,562
5890,1093,339,3554,115,19,2,29,2,0,0,66,1037,1037
7848,6493,421,1954,2,27,5,317,1,1,0,61,104,104
4353,3483,1311,6649,5,24,5,704,1,0,0,55,161,161
5082,2041,369,2064,99,17,0,19,1,0,0,4,9121,9121
8014,4615,370,5830,13,25,5,22,2,0,0,131,274,274
5075,971,1624,6713,15,29,1,237,1,0,0,4,296,296
5096,6968,1130,686,25,20,2,176,1,0,0,5,476,476
6301,4933,1274,2804,98,9,0,16,3,0,0,23,9118,9118
5444,2821,1834,253,81,17,0,11,0,0,0,0,1193,1193
5088,6448,332,396,42,24,5,56,1,0,0,4,731,731
5377,894,1804,481,67,28,1,671,1,0,0,5,1042,1042
5090,5005,618,792,84,7,4,193,2,0,0,6,1198,1198
5091,2383,1802,1870,46,18,2,37,2,0,0,6,757,757
5401,1036,309,254,66,19,2,41,0,0,0,2,1040,1040
5889,4620,1100,5358,115,23,5,72,2,0,0,67,1038,1038
5083,6337,1274,2680,12,15,0,21,1,0,0,4,273,273
1919,3762,809,2852,107,31,1,959,2,0,0,71,9219,9219
5092,7227,1213,2347,93,27,5,377,2,0,0,6,9097,9097
5073,3920,274,2175,101,20,2,350,1,0,0,4,9142,9142
5094,1747,509,2356,32,13,0,6,1,0,0,5,562,562
5890,1093,339,3554,115,19,2,29,2,0,0,66,1037,1037
7848,6493,421,1954,2,27,5,317,1,1,0,61,104,104
4353,3483,1311,6649,5,24,5,704,1,0,0,55,161,161
5082,2041,369,2064,99,17,0,19,1,0,0,4,9121,9121
8014,4615,370,5830,13,25,5,22,2,0,0,131,274,274
5075,971,1624,6713,15,29,1,237,1,0,0,4,296,296
5096,6968,1130,686,25,20,2,176,1,0,0,5,476,476
6301,4933,1274,2804,98,9,0,16,3,0,0,23,9118,9118
5444,2821,1834,253,81,17,0,11,0,0,0,0,1193,1193
5088,6448,332,396,42,24,5,56,1,0,0,4,731,731
5377,894,1804,481,67,28,1,671,1,0,0,5,1042,1042
5090,5005,618,792,84,7,4,193,2,0,0,6,1198,1198
5091,2383,1802,1870,46,18,2,37,2,0,0,6,757,757
5401,1036,309,254,66,19,2,41,0,0,0,2,1040,1040
5889,4620,1100,5358,115,23,5,72,2,0,0,67,1038,1038
5083,6337,1274,2680,12,15,0,21,1,0,0,4,273,273
1919,3762,809,2852,107,31,1,959,2,0,0,71,9219,9219
5092,7227,1213,2347,93,27,5,377,2,0,0,6,9097,9097
5073,3920,274,2175,101,20,2,350,1,0,0,4,9142,9142
5094,1747,509,2356,32,13,0,6,1,0,0,5,562,562
5890,1093,339,3554,115,19,2,29,2,0,0,66,1037,1037
7848,6493,421,1954,2,27,5,317,1,1,0,61,104,104
4353,3483,1311,6649,5,24,5,704,1,0,0,55,161,161
5082,2041,369,2064,99,17,0,19,1,0,0,4,9121,9121
8014,4615,370,5830,13,25,5,22,2,0,0,131,274,274
5075,971,1624,6713,15,29,1,237,1,0,0,4,296,296
5096,6968,1130,686,25,20,2,176,1,0,0,5,476,476
6301,4933,1274,2804,98,9,0,16,3,0,0,23,9118,9118
5444,2821,1834,253,81,17,0,11,0,0,0,0,1193,1193
5088,6448,332,396,42,24,5,56,1,0,0,4,731,731
5377,894,1804,481,67,28,1,671,1,0,0,5,1042,1042
5090,5005,618,792,84,7,4,193,2,0,0,6,1198,1198
5091,2383,1802,1870,46,18,2,37,2,0,0,6,757,757
5401,1036,309,254,66,19,2,41,0,0,0,2,1040,1040
5889,4620,1100,5358,115,23,5,72,2,0,0,67,1038,1038
5083,6337,1274,2680,12,15,0,21,1,0,0,4,273,273
1919,3762,809,2852,107,31,1,959,2,0,0,71,9219,9219
5092,7227,1213,2347,93,27,5,377,2,0,0,6,9097,9097
5073,3920,274,2175,101,20,2,350,1,0,0,4,9142,9142
5094,1747,509,2356,32,13,0,6,1,0,0,5,562,562
5890,1093,339,3554,115,19,2,29,2,0,0,66,1037,1037
7848,6493,421,1954,2,27,5,317,1,1,0,61,104,104
4353,3483,1311,6649,5,24,5,704,1,0,0,55,161,161
5082,2041,369,2064,99,17,0,19,1,0,0,4,9121,9121
8014,4615,370,5830,13,25,5,22,2,0,0,131,274,274
5075,971,1624,6713,15,29,1,237,1,0,0,4,296,296
5096,6968,1130,686,25,20,2,176,1,0,0,5,476,476
6301,4933,1274,2804,98,9,0,16,3,0,0,23,9118,9118
5444,2821,1834,253,81,17,0,11,0,0,0,0,1193,1193
5088,6448,332,396,42,24,5,56,1,0,0,4,731,731
5377,894,1804,481,67,28,1,671,1,0,0,5,1042,1042
5090,5005,618,792,84,7,4,193,2,0,0,6,1198,1198
5091,2383,1802,1870,46,18,2,37,2,0,0,6,757,757
5401,1036,309,254,66,19,2,41,0,0,0,2,1040,1040
5889,4620,1100,5358,115,23,5,72,2,0,0,67,1038,1038
5083,6337,1274,2680,12,15,0,21,1,0,0,4,273,273
1919,3762,809,2852,107,31,1,959,2,0,0,71,9219,9219
5092,7227,1213,2347,93,27,5,377,2,0,0,6,9097,9097
5073,3920,274,2175,101,20,2,350,1,0,0,4,9142,9142
5094,1747,509,2356,32,13,0,6,1,0,0,5,562,562
5890,1093,339,3554,115,19,2,29,2,0,0,66,1037,1037
7848,6493,421,1954,2,27,5,317,1,1,0,61,104,104
4353,3483,1311,6649,5,24,5,704,1,0,0,55,161,161
5082,2041,369,2064,99,17,0,19,1,0,0,4,9121,9121
8014,4615,370,5830,13,25,5,22,2,0,0,131,274,274
5075,971,1624,6713,15,29,1,237,1,0,0,4,296,296
5096,6968,1130,686,25,20,2,176,1,0,0,5,476,476
6301,4933,1274,2804,98,9,0,16,3,0,0,23,9118,9118
5444,2821,1834,253,81,17,0,11,0,0,0,0,1193,1193
5088,6448,332,396,42,24,5,56,1,0,0,4,731,731
5377,894,1804,481,67,28,1,671,1,0,0,5,1042,1042
5090,5005,618,792,84,7,4,193,2,0,0,6,1198,1198
5091,2383,1802,1870,46,18,2,37,2,0,0,6,757,757
5401,1036,309,254,66,19,2,41,0,0,0,2,1040,1040
5889,4620,1100,5358,115,23,5,72,2,0,0,67,1038,1038
5083,6337,1274,2680,12,15,0,21,1,0,0,4,273,273
1919,3762,809,2852,107,31,1,959,2,0,0,71,9219,9219
5092,7227,1213,2347,93,27,5,377,2,0,0,6,9097,9097
5073,3920,274,2175,101,20,2,350,1,0,0,4,9142,9142
5094,1747,509,2356,32,13,0,6,1,0,0,5,562,562
5890,1093,339,3554,115,19,2,29,2,0,0,66,1037,1037
7848,6493,421,1954,2,27,5,317,1,1,0,61,104,104
4353,3483,1311,6649,5,24,5,704,1,0,0,55,161,161
5082,2041,369,2064,99,17,0,19,1,0,0,4,9121,9121
8014,4615,370,5830,13,25,5,22,2,0,0,131,274,274
5075,971,1624,6713,15,29,1,237,1,0,0,4,296,296
5096,6968,1130,686,25,20,2,176,1,0,0,5,476,476
6301,4933,1274,2804,98,9,0,16,3,0,0,23,9118,9118
5444,2821,1834,253,81,17,0,11,0,0,0,0,1193,1193
5088,6448,332,396,42,24,5,56,1,0,0,4,731,731
5377,894,1804,481,67,28,1,671,1,0,0,5,1042,1042
5090,5005,618,792,84,7,4,193,2,0,0,6,1198,1198
5091,2383,1802,1870,46,18,2,37,2,0,0,6,757,757
5401,1036,309,254,66,19,2,41,0,0,0,2,1040,1040
5889,4620,1100,5358,115,23,5,72,2,0,0,67,1038,1038
5083,6337,1274,2680,12,15,0,21,1,0,0,4,273,273
1919,3762,809,2852,107,31,1,959,2,0,0,71,9219,9219
5092,7227,1213,2347,93,27,5,377,2,0,0,6,9097,9097
5073,3920,274,2175,101,20,2,350,1,0,0,4,9142,9142
5094,1747,509,2356,32,13,0,6,1,0,0,5,562,562
5890,1093,339,3554,115,19,2,29,2,0,0,66,1037,1037
7848,6493,421,1954,2,27,5,317,1,1,0,61,104,104
4353,3483,1311,6649,5,24,5,704,1,0,0,55,161,161
5082,2041,369,2064,99,17,0,19,1,0,0,4,9121,9121
8014,4615,370,5830,13,25,5,22,2,0,0,131,274,274
5075,971,1624,6713,15,29,1,237,1,0,0,4,296,296
5096,6968,1130,686,25,20,2,176,1,0,0,5,476,476
6301,4933,1274,2804,98,9,0,16,3,0,0,23,9118,9118
5444,2821,1834,253,81,17,0,11,0,0,0,0,1193,1193
5088,6448,332,396,42,24,5,56,1,0,0,4,731,731
5377,894,1804,481,67,28,1,671,1,0,0,5,1042,1042
5090,5005,618,792,84,7,4,193,2,0,0,6,1198,1198
5091,2383,1802,1870,46,18,2,37,2,0,0,6,757,757
5401,1036,309,254,66,19,2,41,0,0,0,2,1040,1040
5889,4620,1100,5358,115,23,5,72,2,0,0,67,1038,1038
5083,6337,1274,2680,12,15,0,21,1,0,0,4,273,273
1919,3762,809,2852,107,31,1,959,2,0,0,71,9219,9219
5092,7227,1213,2347,93,27,5,377,2,0,0,6,9097,9097
5073,3920,274,2175,101,20,2,350,1,0,0,4,9142,9142
5094,1747,509,2356,32,13,0,6,1,0,0,5,562,562
5890,1093,339,3554,115,19,2,29,2,0,0,66,1037,1037
7848,6493,421,1954,2,27,5,317,1,1,0,61,104,104
4353,3483,1311,6649,5,24,5,704,1,0,0,55,161,161
5082,2041,369,2064,99,17,0,19,1,0,0,4,9121,9121
8014,4615,370,5830,13,25,5,22,2,0,0,131,274,274
5075,971,1624,6713,15,29,1,237,1,0,0,4,296,296
5096,6968,1130,686,25,20,2,176,1,0,0,5,476,476
6301,4933,1274,2804,98,9,0,16,3,0,0,23,9118,9118
5444,2821,1834,253,81,17,0,11,0,0,0,0,1193,1193
5088,6448,332,396,42,24,5,56,1,0,0,4,731,731
5377,894,1804,481,67,28,1,671,1,0,0,5,1042,1042
5090,5005,618,792,84,7,4,193,2,0,0,6,1198,1198
5091,2383,1802,1870,46,18,2,37,2,0,0,6,757,757
5401,1036,309,254,66,19,2,41,0,0,0,2,1040,1040
5889,4620,1100,5358,115,23,5,72,2,0,0,67,1038,1038
5083,6337,1274,2680,12,15,0,21,1,0,0,4,273,273
1919,3762,809,2852,107,31,1,959,2,0,0,71,9219,9219
5092,7227,1213,2347,93,27,5,377,2,0,0,6,9097,9097
5073,3920,274,2175,101,20,2,350,1,0,0,4,9142,9142
5094,1747,509,2356,32,13,0,6,1,0,0,5,562,562
5890,1093,339,3554,115,19,2,29,2,0,0,66,1037,1037
7848,6493,421,1954,2,27,5,317,1,1,0,61,104,104
4353,3483,1311,6649,5,24,5,704,1,0,0,55,161,161
5082,2041,369,2064,99,17,0,19,1,0,0,4,9121,9121
8014,4615,370,5830,13,25,5,22,2,0,0,131,274,274
5075,971,1624,6713,15,29,1,237,1,0,0,4,296,296
5096,6968,1130,686,25,20,2,176,1,0,0,5,476,476
6301,4933,1274,2804,98,9,0,16,3,0,0,23,9118,9118
5444,2821,1834,253,81,17,0,11,0,0,0,0,1193,1193
5088,6448,332,396,42,24,5,56,1,0,0,4,731,731
5377,894,1804,481,67,28,1,671,1,0,0,5,1042,1042
5090,5005,618,792,84,7,4,193,2,0,0,6,1198,1198
5091,2383,1802,1870,46,18,2,37,2,0,0,6,757,757
5401,1036,309,254,66,19,2,41,0,0,0,2,1040,1040
5889,4620,1100,5358,115,23,5,72,2,0,0,67,1038,1038
5083,6337,1274,2680,12,15,0,21,1,0,0,4,273,273
1919,3762,809,2852,107,31,1,959,2,0,0,71,9219,9219
5092,7227,1213,2347,93,27,5,377,2,0,0,6,9097,9097
1497,433,1343,6400,89,24,5,911,3,1,1,92,1731,1731
4068,3797,1406,5758,89,27,5,886,2,0,0,77,5370,5370
398,5236,1525,3438,89,26,5,988,1,0,0,66,6885,6885
2971,7343,427,1436,89,25,5,869,1,0,1,63,8996,8996
7300,6986,1315,63,89,24,5,480,3,0,1,92,8607,8607
8006,6727,1589,2482,89,22,2,303,1,1,1,66,8392,8392
811,6249,104,1879,89,20,2,742,3,1,1,98,8118,8118
2952,7433,1206,8649,89,27,5,555,3,0,1,98,9055,9055
8508,6543,1490,6250,51,27,5,146,2,0,1,75,8245,8245
4096,3839,804,5171,89,22,2,964,3,0,0,94,5411,5411
4,732,589,5034,89,22,2,966,2,1,1,73,2047,2047
591,1013,1311,5690,89,27,5,972,3,0,0,125,2336,2336
3740,2599,800,1668,89,24,5,683,2,1,1,79,4071,4071
1672,5403,439,1110,89,24,5,888,2,0,0,71,7066,7066
3483,3294,668,1686,51,21,2,825,2,0,1,81,26,26
1224,3154,1338,1416,89,24,5,840,1,1,1,63,4706,4706
685,790,1052,4495,89,27,5,970,2,0,0,81,2110,2110
2350,801,436,5542,89,26,5,994,1,0,0,61,2122,2122
2323,665,1334,1676,89,24,5,980,2,0,0,84,1922,1922
645,4956,1435,4069,89,24,5,960,2,0,0,81,6529,6529
3030,540,1293,8431,89,19,2,34,1,0,0,65,1813,1813
8608,7055,1519,7743,89,18,2,31,1,0,0,61,8682,8682
3741,4976,1104,3695,89,17,0,35,2,1,0,71,6559,6559
3637,6501,178,406,89,16,0,12,1,0,0,55,8199,8199
9271,5715,1530,22,89,15,0,11,0,0,0,54,7388,7388
5654,5130,1519,8393,89,16,0,34,1,0,0,61,6784,6784
6237,1247,178,3203,89,16,0,26,0,0,0,43,2645,2645
3747,3403,1766,3811,89,12,0,29,0,1,0,43,4918,4918
720,757,1266,3695,89,18,2,28,0,0,0,36,2077,2077
3874,1038,830,4020,89,17,0,32,0,0,0,43,2388,2388
1068,2075,885,3738,89,15,0,23,0,0,0,43,3520,3520
7013,4653,332,8460,89,16,0,12,1,0,0,55,6245,6245
2926,4111,1602,6831,89,13,0,24,0,0,0,36,5682,5682
2336,4358,1293,6594,89,16,0,23,1,0,0,61,5935,5935
2335,5088,1449,3737,89,14,0,20,1,0,0,59,6720,6720
983,415,1311,2034,89,9,0,19,0,0,0,43,1716,1716
2213,5716,1353,1710,89,11,0,13,0,1,0,54,7389,7389
6889,5541,888,1241,89,16,0,7,0,0,0,32,7186,7186
1287,4112,1269,4017,89,15,0,8,0,0,0,27,5684,5684
3748,544,1519,8221,89,14,0,10,1,0,0,55,1817,1817
2517,2757,1311,642,89,0,3,1,0,0,0,32,4321,4321
3317,3016,1311,435,89,0,3,2,0,0,0,43,4581,4581
2520,5091,1311,3011,89,0,3,0,0,0,0,50,6724,6724
9267,1959,250,1624,89,0,3,0,0,0,0,43,3392,3392
9144,3706,830,571,89,0,3,0,0,0,0,32,5291,5291
8434,5292,1239,7803,89,0,3,0,0,0,0,10,6944,6944
9231,2472,498,1172,89,0,3,0,0,0,0,43,3956,3956
9227,2010,1758,1178,89,0,3,0,0,0,0,20,3463,3463
121,3418,1293,736,89,23,5,999,1,0,0,66,4933,4933
269,221,1293,2895,89,21,2,879,1,0,0,61,1506,1506
2855,482,1279,5811,89,22,2,572,0,0,0,50,1772,1772
2602,3631,984,2491,89,28,1,514,0,0,0,32,5232,5232
3082,5852,1266,325,89,24,5,200,0,0,0,27,7538,7538
2604,3220,836,2204,89,24,5,169,0,0,0,27,4762,4762
2659,1939,1279,4513,89,24,5,271,1,0,0,55,3391,3391
2290,5680,1311,2006,89,19,2,185,0,0,0,43,7343,7343
975,3212,1519,2451,89,21,2,124,1,0,0,61,4753,4753
3786,462,1758,8140,89,24,5,118,0,0,0,20,1752,1752
39,4091,839,5688,89,16,0,132,1,0,0,55,5639,5639
2724,2830,1279,8384,89,23,5,115,0,0,0,32,4393,4393
682,212,1565,2007,89,11,0,28,1,0,0,61,1491,1491
7007,2053,244,2840,89,18,2,12,0,0,0,32,3499,3499
5901,5299,673,2968,89,14,0,14,2,0,1,77,6951,6951
2519,6017,1239,640,89,18,2,21,0,0,0,20,7710,7710
7270,662,897,2150,89,14,0,14,1,0,0,61,1958,1958
2733,150,1311,5434,89,17,0,29,0,0,0,43,1397,1397
4149,3951,1266,2707,89,16,0,16,0,0,0,20,5512,5512
1095,975,1311,2033,89,14,0,16,0,0,0,32,2304,2304
3222,3122,1311,920,89,13,0,20,0,0,0,36,4680,4680
1083,230,1449,7766,89,15,0,12,0,0,0,50,1523,1523
1084,4992,1631,5051,89,13,0,10,1,0,0,55,6610,6610
1092,1104,332,2009,89,11,0,22,0,0,0,54,2475,2475
1758,5825,1559,1191,89,14,0,14,0,0,0,50,7511,7511
2438,4168,1311,1113,89,11,0,18,1,0,0,66,5734,5734
7124,545,1279,639,89,17,0,12,0,0,0,32,1818,1818
652,7005,1525,289,89,13,0,11,1,0,1,68,8625,8625
2645,1510,1519,3891,89,13,0,6,0,0,0,47,2954,2954
6682,3710,1279,6791,89,15,0,13,0,0,0,32,5295,5295
6927,4819,241,6887,89,15,0,11,0,0,0,10,6397,6397
3881,5779,1758,7805,89,15,0,16,0,0,0,20,7446,7446
3224,3252,1519,5283,89,17,0,40,1,0,0,55,4791,4791
7062,2829,1279,332,89,19,2,22,0,0,0,43,4392,4392
7007,2053,244,2840,89,18,2,12,0,0,0,32,3499,3499
1084,4992,1631,5051,89,13,0,10,1,0,0,55,6610,6610
7124,545,1279,639,89,17,0,12,0,0,0,32,1818,1818
2645,1510,1519,3891,89,13,0,6,0,0,0,47,2954,2954
6682,3710,1279,6791,89,15,0,13,0,0,0,32,5295,5295
5944,3308,234,3278,89,14,0,7,0,0,0,47,4844,4844
8244,1759,766,3083,89,14,0,5,0,0,0,20,3218,3218
7004,3023,1519,1488,89,0,3,2,0,0,0,50,4587,4587
9016,5162,1279,8823,89,13,0,5,0,0,0,43,6814,6814
3926,749,1279,7986,89,15,0,8,0,0,0,20,2068,2068
6589,4175,789,1371,89,14,0,6,0,0,0,20,5739,5739
7122,371,1311,2221,89,14,0,7,0,0,0,50,1662,1662
5960,5322,1279,215,89,13,0,5,0,0,0,20,6972,6972
6984,4919,1279,2815,89,13,0,5,0,0,0,27,6481,6481
6793,406,1279,8438,89,0,3,3,1,0,0,61,1697,1697
5956,296,1266,3101,89,0,3,3,0,0,0,20,1575,1575
8052,2347,1311,2228,89,0,3,2,0,0,0,32,3838,3838
7583,2283,830,1461,89,0,3,1,0,0,0,36,3817,3817
1298,7150,1311,2409,89,0,3,3,0,0,0,47,8771,8771
1805,3214,1239,805,89,11,0,5,0,0,0,20,4755,4755
9185,4827,332,1000,89,0,3,1,0,0,0,36,6404,6404
5703,5864,498,8270,89,0,3,2,0,0,0,47,7552,7552
8243,6357,1311,6719,89,0,3,0,0,0,0,47,8083,8083
8284,737,1279,8424,89,0,3,0,0,0,0,50,2057,2057
9179,3657,519,8332,89,0,3,0,0,0,0,43,5254,5254
7871,6922,1559,3414,89,0,3,0,0,0,0,32,8559,8559
8466,5036,1758,8291,89,0,3,0,0,0,0,10,6649,6649
6498,1199,708,4922,89,29,1,787,1,0,0,68,2608,2608
3704,6877,1343,1425,89,22,2,849,1,1,1,66,8516,8516
6316,4923,1413,5004,89,24,5,573,1,1,0,66,6485,6485
2350,801,436,5542,89,26,5,994,1,0,0,61,2122,2122
8015,4004,1427,2086,89,22,2,370,2,0,1,71,5560,5560
2621,4344,192,3716,89,25,5,634,0,0,0,50,5909,5909
3115,6359,1353,5012,89,16,0,631,1,1,1,66,8085,8085
6151,78,1429,5013,89,24,5,485,1,0,0,68,1343,1343
309,5663,610,4767,89,22,2,412,1,1,0,66,7324,7324
7600,801,410,1434,89,26,5,214,1,0,0,61,2120,2120
2893,3203,71,4771,89,19,2,461,1,0,0,55,4744,4744
1003,4976,1104,1426,89,17,0,143,2,1,0,71,6561,6561
840,5986,1519,487,89,19,2,158,2,1,1,73,7666,7666
1154,4510,1758,4413,89,21,2,234,0,0,0,36,6078,6078
719,7246,1334,3017,89,9,0,142,0,1,0,47,8853,8853
7018,1094,372,1439,89,17,0,76,1,0,0,61,2427,2427
7072,566,332,5047,89,24,5,111,0,0,0,50,1833,1833
495,5545,1389,2843,89,17,0,173,1,0,0,63,7190,7190
731,2182,1465,4755,89,20,2,142,0,0,0,43,3709,3709
881,5305,498,504,89,17,0,137,2,1,1,81,6955,6955
638,5919,1101,1424,89,7,4,148,1,1,0,63,7597,7597
1297,5139,202,4754,89,20,2,128,0,0,0,43,6794,6794
3972,2970,513,1635,89,16,0,113,1,0,1,67,4537,4537
33,4091,839,4748,89,19,2,122,1,1,0,55,5643,5643
258,6575,498,4414,89,16,0,97,1,0,1,66,8276,8276
2201,5463,1334,3015,89,18,2,87,1,1,0,55,7316,7316
497,6933,1353,7751,89,14,0,130,1,1,0,63,8570,8570
6152,4191,1343,5517,89,16,0,79,2,1,1,71,5749,5749
282,3005,498,4725,89,14,0,105,1,0,0,55,4567,4567
1292,4818,1311,3535,89,20,2,131,0,0,0,32,6396,6396
839,1060,1046,488,89,12,0,120,2,1,1,71,2406,2406
997,5144,556,1432,89,22,2,969,1,1,0,66,32,32
2686,7317,411,25,89,21,2,930,1,1,1,62,8922,8922
2621,4344,192,3716,89,25,5,634,0,0,0,50,5909,5909
3115,6359,1353,5012,89,16,0,631,1,1,1,66,8085,8085
6151,78,1429,5013,89,24,5,485,1,0,0,68,1343,1343
3920,6171,365,1279,89,21,2,510,1,1,0,59,7930,7930
3124,7109,561,988,89,19,2,345,2,0,1,90,8731,8731
309,5663,610,4767,89,22,2,412,1,1,0,66,7324,7324
4218,2474,178,1435,89,22,2,504,0,1,0,36,3959,3959
2893,3203,71,4771,89,19,2,461,1,0,0,55,4744,4744
740,4195,1338,1147,89,20,2,465,1,1,0,59,5752,5752
6086,6866,432,4763,89,19,2,521,1,1,0,55,8510,8510
3698,1089,461,4766,89,21,2,421,1,0,0,61,2423,2423
2455,5889,1378,1419,89,17,0,419,1,1,0,61,7574,7574
5566,6378,470,4780,89,18,2,357,1,1,0,63,8107,8107
1840,1933,256,2179,89,20,2,389,1,1,0,62,3381,3381
3373,6713,657,5519,89,17,0,422,1,1,1,66,8383,8383
887,1525,1479,2042,89,25,5,300,1,1,1,61,2979,2979
5556,3922,380,8073,89,20,2,343,1,1,1,66,5465,5465
3250,2362,1346,5007,89,18,2,348,1,1,0,63,3843,3843
4107,231,1279,2481,89,20,2,30,0,0,0,32,1528,1528
2740,856,1758,625,89,20,2,40,0,0,0,27,2225,2225
2601,2108,1631,5379,89,6,4,32,1,0,0,63,3574,3574
861,826,1581,2053,89,11,0,42,1,0,0,59,2173,2173
3259,5823,1774,2036,89,19,2,27,0,0,0,20,7509,7509
6356,2069,1378,1989,89,18,2,26,1,0,0,55,3513,3513
412,6389,1784,2974,89,18,2,51,0,0,0,32,8114,8114
4146,4475,1464,6269,89,17,0,21,0,0,0,43,6039,6039
2603,5820,759,3084,89,17,0,18,0,0,0,20,7506,7506
3563,3472,1266,8202,89,20,2,19,0,0,0,20,5007,5007
682,212,1565,2007,89,11,0,28,1,0,0,61,1491,1491
6333,7190,1334,933,89,15,0,20,2,0,1,75,8805,8805
6574,2945,1758,2010,89,19,2,18,0,0,0,20,4518,4518
3743,4091,839,4623,89,11,0,23,1,1,0,55,5630,5630
2519,6017,1239,640,89,18,2,21,0,0,0,20,7710,7710
2733,150,1311,5434,89,17,0,29,0,0,0,43,1397,1397
1083,230,1449,7766,89,15,0,12,0,0,0,50,1523,1523
1084,4992,1631,5051,89,13,0,10,1,0,0,55,6610,6610
1092,1104,332,2009,89,11,0,22,0,0,0,54,2475,2475
4267,7119,830,6029,89,20,2,21,0,0,0,20,8742,8742
5073,3920,274,2175,101,20,2,350,1,0,0,4,9142,9142
5094,1747,509,2356,32,13,0,6,1,0,0,5,562,562
5890,1093,339,3554,115,19,2,29,2,0,0,66,1037,1037
7848,6493,421,1954,2,27,5,317,1,1,0,61,104,104
4353,3483,1311,6649,5,24,5,704,1,0,0,55,161,161
5082,2041,369,2064,99,17,0,19,1,0,0,4,9121,9121
8014,4615,370,5830,13,25,5,22,2,0,0,131,274,274
5075,971,1624,6713,15,29,1,237,1,0,0,4,296,296
5096,6968,1130,686,25,20,2,176,1,0,0,5,476,476
6301,4933,1274,2804,98,9,0,16,3,0,0,23,9118,9118
5444,2821,1834,253,81,17,0,11,0,0,0,0,1193,1193
5088,6448,332,396,42,24,5,56,1,0,0,4,731,731
5377,894,1804,481,67,28,1,671,1,0,0,5,1042,1042
5090,5005,618,792,84,7,4,193,2,0,0,6,1198,1198
5091,2383,1802,1870,46,18,2,37,2,0,0,6,757,757
5401,1036,309,254,66,19,2,41,0,0,0,2,1040,1040
5889,4620,1100,5358,115,23,5,72,2,0,0,67,1038,1038
5083,6337,1274,2680,12,15,0,21,1,0,0,4,273,273
1919,3762,809,2852,107,31,1,959,2,0,0,71,9219,9219
5092,7227,1213,2347,93,27,5,377,2,0,0,6,9097,9097
5073,3920,274,2175,101,20,2,350,1,0,0,4,9142,9142
5094,1747,509,2356,32,13,0,6,1,0,0,5,562,562
5890,1093,339,3554,115,19,2,29,2,0,0,66,1037,1037
7848,6493,421,1954,2,27,5,317,1,1,0,61,104,104
4353,3483,1311,6649,5,24,5,704,1,0,0,55,161,161
5082,2041,369,2064,99,17,0,19,1,0,0,4,9121,9121
8014,4615,370,5830,13,25,5,22,2,0,0,131,274,274
5075,971,1624,6713,15,29,1,237,1,0,0,4,296,296
5096,6968,1130,686,25,20,2,176,1,0,0,5,476,476
6301,4933,1274,2804,98,9,0,16,3,0,0,23,9118,9118
5444,2821,1834,253,81,17,0,11,0,0,0,0,1193,1193
5088,6448,332,396,42,24,5,56,1,0,0,4,731,731
5377,894,1804,481,67,28,1,671,1,0,0,5,1042,1042
5090,5005,618,792,84,7,4,193,2,0,0,6,1198,1198
5091,2383,1802,1870,46,18,2,37,2,0,0,6,757,757
5401,1036,309,254,66,19,2,41,0,0,0,2,1040,1040
5889,4620,1100,5358,115,23,5,72,2,0,0,67,1038,1038
