Cuisines,City,Rating_text,Price Range,Online Delivery,Table Booking,Average Cost for Two,cluster
1624,15,1,2.0,0,0,20.0,0
1130,25,2,2.0,0,0,25.0,0
1274,98,0,4.0,0,0,120.0,0
1311,81,0,1.0,0,0,20.0,0
332,42,5,2.0,0,0,20.0,0
1804,67,1,2.0,0,0,25.0,0
618,84,4,3.0,0,0,30.0,0
1802,46,2,3.0,0,0,30.0,0
309,66,2,1.0,0,0,10.0,0
1100,115,5,3.0,0,0,850.0,0
1274,12,0,2.0,0,0,20.0,0
809,107,1,3.0,0,0,1000.0,0
1213,93,5,3.0,0,0,30.0,0
274,101,2,2.0,0,0,20.0,0
509,32,0,2.0,0,0,25.0,0
339,115,2,3.0,0,0,800.0,0
421,2,5,2.0,1,0,600.0,0
1311,5,5,2.0,0,0,500.0,0
369,99,0,2.0,0,0,20.0,0
370,13,5,3.0,0,0,150000.0,1
1624,15,1,2.0,0,0,20.0,0
1130,25,2,2.0,0,0,25.0,0
1274,98,0,4.0,0,0,120.0,0
1311,81,0,1.0,0,0,20.0,0
332,42,5,2.0,0,0,20.0,0
1804,67,1,2.0,0,0,25.0,0
618,84,4,3.0,0,0,30.0,0
1802,46,2,3.0,0,0,30.0,0
309,66,2,1.0,0,0,10.0,0
1100,115,5,3.0,0,0,850.0,0
1274,12,0,2.0,0,0,20.0,0
809,107,1,3.0,0,0,1000.0,0
1213,93,5,3.0,0,0,30.0,0
274,101,2,2.0,0,0,20.0,0
509,32,0,2.0,0,0,25.0,0
339,115,2,3.0,0,0,800.0,0
421,2,5,2.0,1,0,600.0,0
1311,5,5,2.0,0,0,500.0,0
369,99,0,2.0,0,0,20.0,0
370,13,5,3.0,0,0,150000.0,1
1624,15,1,2.0,0,0,20.0,0
1130,25,2,2.0,0,0,25.0,0
1274,98,0,4.0,0,0,120.0,0
1311,81,0,1.0,0,0,20.0,0
332,42,5,2.0,0,0,20.0,0
1804,67,1,2.0,0,0,25.0,0
618,84,4,3.0,0,0,30.0,0
1802,46,2,3.0,0,0,30.0,0
309,66,2,1.0,0,0,10.0,0
1100,115,5,3.0,0,0,850.0,0
1274,12,0,2.0,0,0,20.0,0
809,107,1,3.0,0,0,1000.0,0
1213,93,5,3.0,0,0,30.0,0
274,101,2,2.0,0,0,20.0,0
509,32,0,2.0,0,0,25.0,0
339,115,2,3.0,0,0,800.0,0
421,2,5,2.0,1,0,600.0,0
1311,5,5,2.0,0,0,500.0,0
369,99,0,2.0,0,0,20.0,0
370,13,5,3.0,0,0,150000.0,1
1624,15,1,2.0,0,0,20.0,0
1130,25,2,2.0,0,0,25.0,0
1274,98,0,4.0,0,0,120.0,0
1311,81,0,1.0,0,0,20.0,0
332,42,5,2.0,0,0,20.0,0
1804,67,1,2.0,0,0,25.0,0
618,84,4,3.0,0,0,30.0,0
1802,46,2,3.0,0,0,30.0,0
309,66,2,1.0,0,0,10.0,0
1100,115,5,3.0,0,0,850.0,0
1274,12,0,2.0,0,0,20.0,0
809,107,1,3.0,0,0,1000.0,0
1213,93,5,3.0,0,0,30.0,0
1728,89,2,2.0,1,0,800.0,0
1331,89,0,2.0,1,0,700.0,0
1266,89,2,1.0,0,0,150.0,0
250,89,5,2.0,1,0,700.0,0
187,89,2,1.0,1,0,350.0,0
332,89,0,2.0,0,0,750.0,0
58,89,0,2.0,1,0,500.0,0
498,89,2,2.0,0,0,500.0,0
1334,89,0,3.0,1,1,1500.0,0
126,89,2,3.0,1,0,1000.0,0
1631,89,0,2.0,0,0,700.0,0
1707,89,2,1.0,0,0,350.0,0
144,89,2,3.0,1,0,1100.0,0
1713,89,2,1.0,1,0,300.0,0
1449,89,4,2.0,1,0,700.0,0
836,89,2,1.0,0,0,300.0,0
498,89,0,2.0,1,0,600.0,0
332,89,2,1.0,0,0,300.0,0
1126,89,2,4.0,0,1,2500.0,0
648,89,2,3.0,0,1,1000.0,0
1343,89,5,4.0,1,1,2000.0,0
1406,89,5,3.0,0,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
427,89,5,2.0,0,1,700.0,0
1315,89,5,4.0,0,1,2000.0,0
1589,89,2,2.0,1,1,800.0,0
104,89,2,4.0,1,1,2500.0,0
1206,89,5,4.0,0,1,2500.0,0
1490,51,5,3.0,0,1,1200.0,0
804,89,2,4.0,0,0,2200.0,0
589,89,2,3.0,1,1,1100.0,0
1311,89,5,4.0,0,0,6500.0,0
800,89,5,3.0,1,1,1400.0,0
439,89,5,3.0,0,0,1000.0,0
668,51,2,3.0,0,1,1500.0,0
1338,89,5,2.0,1,1,700.0,0
1052,89,5,3.0,0,0,1500.0,0
436,89,5,2.0,0,0,600.0,0
1334,89,5,3.0,0,0,1600.0,0
1435,89,5,3.0,0,0,1500.0,0
1343,89,5,4.0,1,1,2000.0,0
1406,89,5,3.0,0,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
427,89,5,2.0,0,1,700.0,0
1315,89,5,4.0,0,1,2000.0,0
1589,89,2,2.0,1,1,800.0,0
104,89,2,4.0,1,1,2500.0,0
1206,89,5,4.0,0,1,2500.0,0
1490,51,5,3.0,0,1,1200.0,0
804,89,2,4.0,0,0,2200.0,0
589,89,2,3.0,1,1,1100.0,0
1311,89,5,4.0,0,0,6500.0,0
800,89,5,3.0,1,1,1400.0,0
439,89,5,3.0,0,0,1000.0,0
668,51,2,3.0,0,1,1500.0,0
1338,89,5,2.0,1,1,700.0,0
1052,89,5,3.0,0,0,1500.0,0
436,89,5,2.0,0,0,600.0,0
1334,89,5,3.0,0,0,1600.0,0
1435,89,5,3.0,0,0,1500.0,0
1343,89,5,4.0,1,1,2000.0,0
1406,89,5,3.0,0,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
427,89,5,2.0,0,1,700.0,0
1315,89,5,4.0,0,1,2000.0,0
1589,89,2,2.0,1,1,800.0,0
104,89,2,4.0,1,1,2500.0,0
1206,89,5,4.0,0,1,2500.0,0
1490,51,5,3.0,0,1,1200.0,0
804,89,2,4.0,0,0,2200.0,0
589,89,2,3.0,1,1,1100.0,0
1311,89,5,4.0,0,0,6500.0,0
800,89,5,3.0,1,1,1400.0,0
439,89,5,3.0,0,0,1000.0,0
668,51,2,3.0,0,1,1500.0,0
1338,89,5,2.0,1,1,700.0,0
1052,89,5,3.0,0,0,1500.0,0
436,89,5,2.0,0,0,600.0,0
1334,89,5,3.0,0,0,1600.0,0
1435,89,5,3.0,0,0,1500.0,0
1343,89,5,4.0,1,1,2000.0,0
1406,89,5,3.0,0,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
427,89,5,2.0,0,1,700.0,0
1315,89,5,4.0,0,1,2000.0,0
1589,89,2,2.0,1,1,800.0,0
104,89,2,4.0,1,1,2500.0,0
1206,89,5,4.0,0,1,2500.0,0
1490,51,5,3.0,0,1,1200.0,0
804,89,2,4.0,0,0,2200.0,0
589,89,2,3.0,1,1,1100.0,0
1311,89,5,4.0,0,0,6500.0,0
800,89,5,3.0,1,1,1400.0,0
439,89,5,3.0,0,0,1000.0,0
668,51,2,3.0,0,1,1500.0,0
1338,89,5,2.0,1,1,700.0,0
1052,89,5,3.0,0,0,1500.0,0
436,89,5,2.0,0,0,600.0,0
1334,89,5,3.0,0,0,1600.0,0
1435,89,5,3.0,0,0,1500.0,0
1343,89,5,4.0,1,1,2000.0,0
1406,89,5,3.0,0,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
427,89,5,2.0,0,1,700.0,0
1315,89,5,4.0,0,1,2000.0,0
1589,89,2,2.0,1,1,800.0,0
104,89,2,4.0,1,1,2500.0,0
1206,89,5,4.0,0,1,2500.0,0
1490,51,5,3.0,0,1,1200.0,0
804,89,2,4.0,0,0,2200.0,0
589,89,2,3.0,1,1,1100.0,0
1311,89,5,4.0,0,0,6500.0,0
800,89,5,3.0,1,1,1400.0,0
439,89,5,3.0,0,0,1000.0,0
668,51,2,3.0,0,1,1500.0,0
1338,89,5,2.0,1,1,700.0,0
1052,89,5,3.0,0,0,1500.0,0
436,89,5,2.0,0,0,600.0,0
1334,89,5,3.0,0,0,1600.0,0
1435,89,5,3.0,0,0,1500.0,0
1525,89,4,2.0,1,0,750.0,0
1311,89,0,2.0,1,1,750.0,0
1629,89,0,1.0,0,0,300.0,0
187,89,0,2.0,0,0,500.0,0
1311,89,0,1.0,0,0,300.0,0
498,89,0,2.0,0,0,500.0,0
1311,89,0,2.0,1,0,650.0,0
888,89,0,1.0,0,0,150.0,0
1299,89,0,1.0,0,0,400.0,0
1266,89,0,1.0,0,0,100.0,0
1519,89,0,2.0,0,0,500.0,0
1353,89,0,1.0,0,0,400.0,0
1239,89,0,1.0,0,0,250.0,0
187,89,0,2.0,0,0,600.0,0
1564,89,0,1.0,0,0,200.0,0
187,89,3,1.0,0,0,300.0,0
837,89,3,1.0,0,0,400.0,0
178,89,0,1.0,0,0,200.0,0
1311,89,0,1.0,0,0,350.0,0
867,89,0,2.0,1,0,600.0,0
897,89,3,4.0,0,0,3000.0,0
550,89,0,2.0,0,0,700.0,0
211,89,0,2.0,0,0,600.0,0
332,89,0,3.0,0,0,1600.0,0
332,89,0,1.0,0,0,450.0,0
420,89,0,2.0,0,0,700.0,0
332,89,0,2.0,0,0,600.0,0
550,89,3,2.0,0,0,650.0,0
1150,89,0,2.0,0,0,500.0,0
1293,89,3,2.0,0,0,650.0,0
830,89,0,1.0,0,0,200.0,0
231,89,3,1.0,0,0,400.0,0
589,89,3,2.0,0,0,900.0,0
1519,89,0,3.0,0,1,1650.0,0
308,89,3,2.0,0,0,600.0,0
1731,89,3,1.0,0,0,300.0,0
1307,89,3,1.0,0,0,350.0,0
1631,89,3,2.0,0,0,700.0,0
1623,89,3,2.0,0,0,600.0,0
519,89,3,1.0,0,0,350.0,0
298,89,2,2.0,1,0,850.0,0
192,89,2,3.0,1,1,1000.0,0
1707,89,2,2.0,1,0,500.0,0
1276,89,1,4.0,0,1,2000.0,0
1033,89,2,3.0,0,1,1800.0,0
1631,89,2,2.0,1,0,900.0,0
224,89,2,2.0,0,0,800.0,0
1033,89,5,4.0,0,1,3000.0,0
737,89,2,4.0,1,1,2200.0,0
1311,89,2,3.0,1,1,1100.0,0
299,89,1,3.0,1,0,1000.0,0
1033,89,2,4.0,1,1,2500.0,0
1707,89,5,2.0,0,0,550.0,0
605,89,0,3.0,1,1,1100.0,0
1519,89,5,2.0,1,0,700.0,0
960,89,2,2.0,1,0,900.0,0
1525,89,2,3.0,1,1,1300.0,0
1579,89,2,2.0,1,0,550.0,0
192,89,2,1.0,1,0,250.0,0
501,89,2,2.0,1,0,650.0,0
1343,89,5,4.0,1,1,2000.0,0
1406,89,5,3.0,0,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
427,89,5,2.0,0,1,700.0,0
1315,89,5,4.0,0,1,2000.0,0
1589,89,2,2.0,1,1,800.0,0
104,89,2,4.0,1,1,2500.0,0
1206,89,5,4.0,0,1,2500.0,0
1490,51,5,3.0,0,1,1200.0,0
804,89,2,4.0,0,0,2200.0,0
589,89,2,3.0,1,1,1100.0,0
1311,89,5,4.0,0,0,6500.0,0
800,89,5,3.0,1,1,1400.0,0
439,89,5,3.0,0,0,1000.0,0
668,51,2,3.0,0,1,1500.0,0
1338,89,5,2.0,1,1,700.0,0
1052,89,5,3.0,0,0,1500.0,0
436,89,5,2.0,0,0,600.0,0
1334,89,5,3.0,0,0,1600.0,0
1435,89,5,3.0,0,0,1500.0,0
830,89,0,1.0,0,0,300.0,0
1334,89,0,2.0,1,0,550.0,0
1519,89,4,2.0,0,0,600.0,0
178,89,0,1.0,0,0,300.0,0
1266,89,0,1.0,0,0,150.0,0
759,89,0,1.0,1,0,300.0,0
1661,89,0,1.0,0,0,350.0,0
1286,89,2,1.0,1,0,400.0,0
888,89,0,1.0,0,0,200.0,0
187,89,0,1.0,0,0,300.0,0
1311,89,0,1.0,0,0,450.0,0
1519,89,0,1.0,0,0,450.0,0
187,89,0,2.0,0,0,500.0,0
187,89,0,2.0,0,0,600.0,0
1519,89,0,2.0,1,0,600.0,0
1266,89,0,1.0,0,0,100.0,0
187,89,0,1.0,1,0,300.0,0
830,89,0,2.0,0,0,500.0,0
1324,89,0,2.0,1,0,700.0,0
759,89,0,1.0,0,0,250.0,0
1343,89,5,4.0,1,1,2000.0,0
1406,89,5,3.0,0,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
427,89,5,2.0,0,1,700.0,0
1315,89,5,4.0,0,1,2000.0,0
1589,89,2,2.0,1,1,800.0,0
104,89,2,4.0,1,1,2500.0,0
1206,89,5,4.0,0,1,2500.0,0
1490,51,5,3.0,0,1,1200.0,0
804,89,2,4.0,0,0,2200.0,0
589,89,2,3.0,1,1,1100.0,0
1311,89,5,4.0,0,0,6500.0,0
800,89,5,3.0,1,1,1400.0,0
439,89,5,3.0,0,0,1000.0,0
668,51,2,3.0,0,1,1500.0,0
1338,89,5,2.0,1,1,700.0,0
1052,89,5,3.0,0,0,1500.0,0
436,89,5,2.0,0,0,600.0,0
1334,89,5,3.0,0,0,1600.0,0
1435,89,5,3.0,0,0,1500.0,0
1343,89,5,4.0,1,1,2000.0,0
1406,89,5,3.0,0,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
427,89,5,2.0,0,1,700.0,0
1315,89,5,4.0,0,1,2000.0,0
1589,89,2,2.0,1,1,800.0,0
104,89,2,4.0,1,1,2500.0,0
1206,89,5,4.0,0,1,2500.0,0
1490,51,5,3.0,0,1,1200.0,0
804,89,2,4.0,0,0,2200.0,0
589,89,2,3.0,1,1,1100.0,0
1311,89,5,4.0,0,0,6500.0,0
800,89,5,3.0,1,1,1400.0,0
439,89,5,3.0,0,0,1000.0,0
668,51,2,3.0,0,1,1500.0,0
1338,89,5,2.0,1,1,700.0,0
1052,89,5,3.0,0,0,1500.0,0
436,89,5,2.0,0,0,600.0,0
1334,89,5,3.0,0,0,1600.0,0
1435,89,5,3.0,0,0,1500.0,0
1519,89,0,1.0,0,0,350.0,0
192,89,2,2.0,0,0,800.0,0
1279,89,0,1.0,0,0,300.0,0
202,89,2,2.0,0,0,700.0,0
984,89,2,1.0,0,0,300.0,0
187,89,0,1.0,0,0,300.0,0
54,89,0,3.0,1,0,1000.0,0
1279,89,2,1.0,0,0,450.0,0
1449,89,0,1.0,0,0,350.0,0
187,89,0,1.0,0,0,400.0,0
178,89,0,1.0,0,0,350.0,0
793,89,3,3.0,0,1,1000.0,0
1311,89,3,1.0,0,0,350.0,0
332,89,3,1.0,0,0,450.0,0
1279,89,3,1.0,0,0,400.0,0
115,89,3,2.0,0,0,800.0,0
758,89,3,2.0,0,0,500.0,0
953,89,3,2.0,0,0,600.0,0
888,89,3,1.0,0,0,200.0,0
1311,89,3,1.0,0,0,260.0,0
244,89,3,1.0,1,0,200.0,0
1311,89,3,1.0,0,0,100.0,0
187,89,3,2.0,0,0,500.0,0
1311,89,3,1.0,0,0,200.0,0
498,89,3,1.0,0,0,300.0,0
1279,89,3,2.0,0,0,500.0,0
498,89,3,1.0,0,0,300.0,0
830,89,3,1.0,0,0,300.0,0
1353,89,3,1.0,0,0,450.0,0
178,89,3,1.0,0,0,250.0,0
1282,89,3,2.0,0,0,500.0,0
1080,89,5,3.0,0,1,1600.0,0
908,89,5,3.0,1,1,1800.0,0
1052,89,5,3.0,0,0,1500.0,0
229,89,5,3.0,1,1,1400.0,0
804,89,5,4.0,0,1,2500.0,0
816,89,5,4.0,0,1,3500.0,0
1636,89,2,3.0,1,0,1000.0,0
274,101,2,2.0,0,0,20.0,0
509,32,0,2.0,0,0,25.0,0
339,115,2,3.0,0,0,800.0,0
421,2,5,2.0,1,0,600.0,0
1311,5,5,2.0,0,0,500.0,0
369,99,0,2.0,0,0,20.0,0
370,13,5,3.0,0,0,150000.0,1
1624,15,1,2.0,0,0,20.0,0
1130,25,2,2.0,0,0,25.0,0
1274,98,0,4.0,0,0,120.0,0
1311,81,0,1.0,0,0,20.0,0
332,42,5,2.0,0,0,20.0,0
1804,67,1,2.0,0,0,25.0,0
618,84,4,3.0,0,0,30.0,0
1802,46,2,3.0,0,0,30.0,0
309,66,2,1.0,0,0,10.0,0
1100,115,5,3.0,0,0,850.0,0
1274,12,0,2.0,0,0,20.0,0
809,107,1,3.0,0,0,1000.0,0
1213,93,5,3.0,0,0,30.0,0
1343,89,5,4.0,1,1,2000.0,0
1406,89,5,3.0,0,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
427,89,5,2.0,0,1,700.0,0
1315,89,5,4.0,0,1,2000.0,0
1589,89,2,2.0,1,1,800.0,0
104,89,2,4.0,1,1,2500.0,0
1206,89,5,4.0,0,1,2500.0,0
1490,51,5,3.0,0,1,1200.0,0
804,89,2,4.0,0,0,2200.0,0
589,89,2,3.0,1,1,1100.0,0
1311,89,5,4.0,0,0,6500.0,0
800,89,5,3.0,1,1,1400.0,0
439,89,5,3.0,0,0,1000.0,0
668,51,2,3.0,0,1,1500.0,0
1338,89,5,2.0,1,1,700.0,0
1052,89,5,3.0,0,0,1500.0,0
436,89,5,2.0,0,0,600.0,0
1334,89,5,3.0,0,0,1600.0,0
1435,89,5,3.0,0,0,1500.0,0
1311,89,0,2.0,0,0,500.0,0
1311,89,0,1.0,0,0,450.0,0
1569,89,0,1.0,0,0,350.0,0
1519,89,0,2.0,0,0,600.0,0
1661,89,0,1.0,0,0,350.0,0
1825,89,3,1.0,0,0,400.0,0
830,89,0,1.0,0,0,200.0,0
187,89,0,2.0,0,0,600.0,0
1806,89,0,2.0,0,0,800.0,0
1713,89,0,1.0,0,0,200.0,0
498,89,0,1.0,0,0,300.0,0
332,89,3,1.0,0,0,450.0,0
1239,89,0,1.0,0,0,100.0,0
1519,89,0,2.0,0,0,700.0,0
401,89,0,1.0,0,0,300.0,0
1311,89,0,2.0,0,0,500.0,0
187,89,0,2.0,0,0,700.0,0
1525,89,3,2.0,0,0,700.0,0
1266,89,0,1.0,0,0,250.0,0
830,89,3,1.0,0,0,150.0,0
1104,89,0,2.0,1,0,800.0,0
1385,89,2,3.0,0,1,1500.0,0
1525,89,0,2.0,0,1,850.0,0
1266,89,2,1.0,0,0,100.0,0
1571,89,4,2.0,1,0,550.0,0
58,89,0,2.0,1,0,500.0,0
1810,89,2,3.0,0,0,1500.0,0
1311,89,0,2.0,0,0,550.0,0
311,89,2,2.0,1,0,500.0,0
1334,89,0,2.0,1,0,600.0,0
830,89,5,1.0,0,0,400.0,0
1525,89,0,2.0,1,0,600.0,0
1178,89,0,2.0,0,0,500.0,0
1334,89,4,1.0,1,0,450.0,0
1525,89,2,2.0,1,1,850.0,0
1519,89,2,2.0,1,0,650.0,0
1095,89,2,2.0,1,0,500.0,0
145,89,2,3.0,1,1,1500.0,0
1206,89,5,3.0,0,1,1600.0,0
867,89,4,1.0,1,0,300.0,0
1758,89,2,1.0,0,0,250.0,0
1293,89,0,3.0,1,1,1000.0,0
720,89,2,4.0,0,1,2100.0,0
332,89,0,2.0,0,0,750.0,0
526,89,0,1.0,1,0,350.0,0
830,89,0,1.0,1,0,300.0,0
332,89,2,1.0,0,0,400.0,0
187,89,2,1.0,0,0,250.0,0
830,89,0,1.0,1,0,300.0,0
1033,89,5,2.0,1,0,500.0,0
1406,89,0,4.0,0,1,2000.0,0
830,89,2,1.0,0,0,200.0,0
984,89,2,1.0,1,0,300.0,0
957,89,2,1.0,1,0,400.0,0
829,89,0,4.0,0,1,2700.0,0
836,89,0,1.0,0,0,200.0,0
761,89,2,2.0,0,0,600.0,0
759,89,2,1.0,1,0,300.0,0
187,89,0,1.0,0,0,400.0,0
584,89,0,1.0,0,0,250.0,0
632,89,2,3.0,1,1,1900.0,0
1484,89,0,3.0,0,0,1200.0,0
1409,89,2,3.0,0,1,1200.0,0
794,89,2,3.0,0,1,1600.0,0
1636,89,5,2.0,1,1,900.0,0
1311,89,5,3.0,1,1,1300.0,0
685,89,2,4.0,0,0,2400.0,0
631,89,0,3.0,1,1,1900.0,0
1096,89,0,3.0,0,1,1600.0,0
812,89,2,4.0,0,1,2300.0,0
804,89,5,4.0,0,1,2200.0,0
488,89,2,1.0,1,0,400.0,0
755,89,2,3.0,0,1,1800.0,0
1217,89,5,3.0,1,1,1800.0,0
395,89,2,3.0,1,0,1200.0,0
1631,89,2,2.0,1,0,800.0,0
46,89,2,3.0,0,1,1200.0,0
332,89,5,1.0,0,0,200.0,0
1401,89,2,3.0,1,1,1200.0,0
498,89,0,1.0,1,0,350.0,0
1343,89,5,4.0,1,1,2000.0,0
1406,89,5,3.0,0,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
427,89,5,2.0,0,1,700.0,0
1315,89,5,4.0,0,1,2000.0,0
1589,89,2,2.0,1,1,800.0,0
104,89,2,4.0,1,1,2500.0,0
1206,89,5,4.0,0,1,2500.0,0
1490,51,5,3.0,0,1,1200.0,0
804,89,2,4.0,0,0,2200.0,0
589,89,2,3.0,1,1,1100.0,0
1311,89,5,4.0,0,0,6500.0,0
800,89,5,3.0,1,1,1400.0,0
439,89,5,3.0,0,0,1000.0,0
668,51,2,3.0,0,1,1500.0,0
1338,89,5,2.0,1,1,700.0,0
1052,89,5,3.0,0,0,1500.0,0
436,89,5,2.0,0,0,600.0,0
1334,89,5,3.0,0,0,1600.0,0
1435,89,5,3.0,0,0,1500.0,0
274,101,2,2.0,0,0,20.0,0
509,32,0,2.0,0,0,25.0,0
339,115,2,3.0,0,0,800.0,0
421,2,5,2.0,1,0,600.0,0
1311,5,5,2.0,0,0,500.0,0
369,99,0,2.0,0,0,20.0,0
370,13,5,3.0,0,0,150000.0,1
1624,15,1,2.0,0,0,20.0,0
1130,25,2,2.0,0,0,25.0,0
1274,98,0,4.0,0,0,120.0,0
1311,81,0,1.0,0,0,20.0,0
332,42,5,2.0,0,0,20.0,0
1804,67,1,2.0,0,0,25.0,0
618,84,4,3.0,0,0,30.0,0
1802,46,2,3.0,0,0,30.0,0
309,66,2,1.0,0,0,10.0,0
1100,115,5,3.0,0,0,850.0,0
1274,12,0,2.0,0,0,20.0,0
809,107,1,3.0,0,0,1000.0,0
1213,93,5,3.0,0,0,30.0,0
1707,89,0,1.0,0,0,150.0,0
1713,89,3,1.0,0,0,300.0,0
830,89,0,1.0,1,0,250.0,0
202,89,0,1.0,0,0,150.0,0
550,89,3,1.0,0,0,250.0,0
761,89,3,2.0,0,0,500.0,0
830,89,3,1.0,0,0,300.0,0
519,89,3,1.0,0,0,400.0,0
458,89,3,3.0,0,0,1000.0,0
830,89,3,1.0,0,0,200.0,0
1311,89,3,2.0,0,0,500.0,0
830,89,3,1.0,0,0,250.0,0
1311,89,3,1.0,0,0,100.0,0
1758,89,3,1.0,0,0,200.0,0
1311,89,3,1.0,0,0,300.0,0
1311,89,3,1.0,0,0,50.0,0
1311,89,3,1.0,0,0,350.0,0
498,89,3,1.0,0,0,250.0,0
1311,89,3,1.0,0,0,200.0,0
1334,89,3,2.0,0,0,500.0,0
178,89,2,3.0,0,0,1000.0,0
897,89,0,4.0,0,1,2500.0,0
1517,89,0,1.0,0,0,400.0,0
1341,89,2,2.0,0,0,700.0,0
1525,89,0,2.0,0,1,800.0,0
1452,89,0,2.0,0,0,500.0,0
498,89,0,1.0,0,0,300.0,0
1311,89,0,2.0,0,0,600.0,0
1334,89,0,2.0,0,1,950.0,0
1339,89,0,3.0,0,1,1500.0,0
1353,89,0,2.0,0,0,600.0,0
1382,89,0,3.0,0,1,1000.0,0
498,89,0,1.0,0,0,400.0,0
1528,89,0,2.0,0,1,900.0,0
868,89,0,2.0,0,0,500.0,0
1334,89,0,1.0,0,0,450.0,0
830,89,3,1.0,0,0,450.0,0
246,89,0,1.0,0,0,300.0,0
1311,89,3,1.0,0,0,400.0,0
1378,89,0,2.0,0,0,700.0,0
1311,89,3,1.0,0,0,300.0,0
178,89,3,1.0,0,0,100.0,0
988,89,3,1.0,0,0,400.0,0
1266,89,3,1.0,0,0,150.0,0
830,89,0,1.0,0,0,200.0,0
1815,89,3,1.0,0,0,300.0,0
187,89,3,1.0,0,0,200.0,0
498,89,3,1.0,0,0,300.0,0
1758,89,3,1.0,0,0,200.0,0
1266,89,3,1.0,0,0,100.0,0
1595,89,3,1.0,0,0,200.0,0
187,89,3,2.0,0,0,500.0,0
1334,89,3,1.0,0,0,300.0,0
498,89,3,1.0,0,0,300.0,0
830,89,3,1.0,0,0,100.0,0
1311,89,3,1.0,0,0,100.0,0
1707,89,3,1.0,0,0,400.0,0
1559,89,3,1.0,0,0,250.0,0
165,89,3,1.0,0,0,100.0,0
1279,89,3,1.0,0,0,300.0,0
1281,89,2,1.0,0,0,300.0,0
501,89,2,2.0,1,0,650.0,0
1525,89,2,2.0,0,0,600.0,0
876,89,4,1.0,0,0,350.0,0
589,89,2,2.0,1,0,700.0,0
1595,89,2,1.0,0,0,200.0,0
1175,89,2,2.0,1,0,600.0,0
1519,89,2,2.0,1,1,800.0,0
1295,89,0,2.0,1,0,700.0,0
1353,89,0,1.0,1,0,450.0,0
1311,89,2,2.0,1,0,600.0,0
519,89,0,1.0,1,0,450.0,0
1525,89,0,2.0,1,0,600.0,0
1353,89,0,2.0,1,0,700.0,0
1378,89,0,2.0,0,0,600.0,0
830,89,0,1.0,0,0,250.0,0
550,89,0,2.0,0,0,550.0,0
438,89,0,3.0,0,0,1000.0,0
1519,89,0,1.0,0,0,350.0,0
1378,89,0,2.0,1,0,600.0,0
1334,89,0,2.0,0,0,550.0,0
244,89,0,2.0,0,0,650.0,0
830,89,0,2.0,0,0,700.0,0
178,89,3,1.0,0,0,200.0,0
1258,89,0,1.0,0,0,300.0,0
1758,89,0,1.0,0,0,150.0,0
498,89,3,1.0,0,0,200.0,0
1311,89,4,1.0,1,0,350.0,0
231,89,0,1.0,0,0,400.0,0
775,89,0,1.0,0,0,250.0,0
1266,89,0,1.0,0,0,250.0,0
830,89,0,1.0,0,0,300.0,0
988,89,0,1.0,0,0,200.0,0
1311,89,0,1.0,0,0,150.0,0
1713,89,0,1.0,0,0,250.0,0
1311,89,0,1.0,0,0,400.0,0
202,89,3,1.0,0,0,250.0,0
1463,89,0,1.0,0,0,450.0,0
187,89,0,2.0,0,0,600.0,0
1519,89,0,1.0,0,0,350.0,0
1343,89,5,4.0,1,1,2000.0,0
1406,89,5,3.0,0,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
427,89,5,2.0,0,1,700.0,0
1315,89,5,4.0,0,1,2000.0,0
1589,89,2,2.0,1,1,800.0,0
104,89,2,4.0,1,1,2500.0,0
1206,89,5,4.0,0,1,2500.0,0
1490,51,5,3.0,0,1,1200.0,0
804,89,2,4.0,0,0,2200.0,0
589,89,2,3.0,1,1,1100.0,0
1311,89,5,4.0,0,0,6500.0,0
800,89,5,3.0,1,1,1400.0,0
439,89,5,3.0,0,0,1000.0,0
668,51,2,3.0,0,1,1500.0,0
1338,89,5,2.0,1,1,700.0,0
1052,89,5,3.0,0,0,1500.0,0
436,89,5,2.0,0,0,600.0,0
1334,89,5,3.0,0,0,1600.0,0
1435,89,5,3.0,0,0,1500.0,0
806,89,2,4.0,0,1,3600.0,0
1311,89,5,3.0,0,1,1600.0,0
1130,89,2,4.0,0,1,6000.0,0
988,89,2,1.0,0,0,200.0,0
1279,89,2,1.0,0,0,450.0,0
498,89,2,4.0,0,1,5000.0,0
332,89,2,4.0,0,0,2500.0,0
187,89,2,3.0,0,0,1000.0,0
1311,89,0,2.0,0,0,550.0,0
1193,89,2,4.0,0,1,4200.0,0
192,89,2,1.0,0,0,200.0,0
1631,89,0,2.0,0,0,500.0,0
626,89,2,4.0,0,0,4100.0,0
988,89,0,1.0,0,0,400.0,0
589,89,0,2.0,0,0,500.0,0
984,89,2,1.0,0,0,300.0,0
